VF_PR004  VFU04111Get web configuration details                                  000000000000000
VF_PR004  VFU04121Create Project Subdirectory if required                        000000000000000
VF_PR004  VFU04130VLF Check Web Enablement                                       000000000000000
VF_PR005  VFBE0011Data Exchanger                                                 000000000000000
VF_PR005  VFBE0021BEMS queue manager                                             000000000000000
VF_PR005  VFBE0031Queue Initialization                                           000000000000000
VF_PR005  VFBE0041Queue Termination                                              000000000000000
VF_PR005  VFBE0051Server Manager                                                 000000000000000
VF_PR005  VFBE0061Start BEMS Service                                             000000000000000
VF_PR005  VFBE0071Shutdown BEM Services                                          000000000000000
VF_PR005  VFBE0081Allocate queues                                                000000000000000
VF_PR005  VFBE0091Deallocate a Queue                                             000000000000000
VF_PR005  VFBE0101Register User Process                                          000000000000000
VF_PR005  VFBE0111Look for input data                                            000000000000000
VF_PR005  VFBETS20Test Data Queue Sends                                          000000000000000
VF_PR005  VFBETST0RDML Test Interface                                            000000000000000
VF_PR0X1  VFUX0011LL2 version of VFU0001                                         000000000000000
VF_PR0X1  VFUX0031Manage BO properties for BIFs                                  000000000000000
VF_PR0X1  VFUX0041VFX builtin                                                    000000000000000
VF_PR0X1  VFUX0051VFX_SET Builtin function                                       000000000000000
VF_PR0X1  VFUX0061VFX_SETNUM Builtin function                                    000000000000000
VF_PR0X1  VFUX0071VFX_GET Builtin function                                       000000000000000
VF_PR0X1  VFUX0081VFX_GETNUM Builtin function                                    000000000000000
VF_PR0X1  VFUX0141VFX version of VFU0014                                         000000000000000
VF_PR0X1  VFUX0151VFX version fo VFU0015                                         000000000000000
VF_PR0X1  VFUX0161VFX version fo VFU0016                                         000000000000000
VF_PR0X1  VFUX0171VFX version of VFU0017                                         000000000000000
VF_PR0X1  VFUX0181VFX version of VFU0018                                         000000000000000
VF_PR0X1  VFUX0191VFX version fo VFU0019                                         000000000000000
VF_PR0X1  VFUX0201VFX version of VFU0020                                         000000000000000
VF_PR0X1  VFUX0211VFX version of VFU0021                                         000000000000000
VF_PR0X1  VFUX0221VFX version fo VFU0022                                         000000000000000
VF_PR0X1  VFUX0231VFX version of VFU0023                                         000000000000000
VF_PR0X1  VFUX0241VFX version of VFU0024                                         000000000000000
VF_PR0X1  VFUX0301VFX version of VFU0030                                         000000000000000
VF_PR0X1  VFUX0311VFX version fo VFU0031                                         000000000000000
VF_PR0X1  VFUX0331VFX version of VFU0033                                         000000000000000
